EmployeeNumber;StandardHours;Typeofcontract;Age;Gender;MaritalStatus;Education;EducationField;BusinessTravel;DistanceFromHome;Department;JobLevel;JobRole;Salaryineuros;PensionPlan;OverTime;PerformanceRating;PercentageSalaryincrease;TalentStatus;Sicknessdays;NumCompaniesWorked;TotalWorkingYears;TrainingTimes;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;YearsInCurrentRoleCat;RecruitmentCosts;EnvironmentSatisfaction;ManagerSatisfaction;JobInvolvement;JobSatisfaction;JobSatisfactionCont;Flightrisklikelihoodin2021;Leftthecompanyin2022;OverTimeVal;PensionPlanVal;TalentStatusVal;JobRoleVal;BusinessTravelVal;EducationFieldVal;MaritalStatusVal;GenderVal;TypeOfContractVal;DepartmentValt;EducationVal
EMPLID0031480;40;Permanent;42;Female;Single;Associate's degree;Business Administration;Travel_Frequently;9;Local Branch;1;Call center agent;44076;Yes;No;3;13;Contributor A;4;1;12;3;3;12;10;5;8; ;882;1;3;3;3;58;13;0;0;1;1;2;3;5;3;1;1;3;3
EMPLID0031481;40;Permanent;44;Female;Married;PhD;Marketing & Sales;Travel_Frequently;1;Local Branch;2;Branch Representative;57216;Yes;No;1;12;Contributor B;3;7;20;4;2;10;9;0;0; ;2289;1;3;3;3;54;17;0;0;1;3;1;3;3;1;1;1;3;5
EMPLID0031482;40;Permanent;30;Male;Divorced;BsC;IT & Operations;Non-Travel;7;Local Branch;1;Financial Advisor;15288;Yes;No;3;13;Rising Star;6;1;5;2;2;5;4;0;0; ;153;3;2;3;2;30;15;0;0;1;4;5;2;4;2;2;1;3;2
EMPLID0031483;40;Permanent;57;Male;Married;Associate's degree;Finance & Economics;Travel_Rarely;1;Local Branch;2;Financial Advisor;58800;Yes;No;4;24;Contributor B;7;0;13;2;2;12;1;2;8; ;2940;2;1;4;2;34;27;0;0;1;3;5;1;1;1;2;1;3;3
EMPLID0031484;40;Permanent;49;Male;Divorced;MsC;IT & Operations;Travel_Rarely;7;Head office;3;IT developer;125592;Yes;No;3;14;Rising Star;4;3;33;3;3;12;11;0;7; ;15071;3;2;3;4;97;12;0;0;1;4;4;1;4;2;2;1;2;1
EMPLID0031485;40;Permanent;34;Male;Divorced;BsC;Business Administration;Travel_Frequently;15;Management;4;Branch Manager;204084;Yes;No;1;14;Rising Star;10;7;16;3;2;14;7;6;9; ;28572;2;4;3;2;39;3;0;0;1;4;7;3;5;2;2;1;1;2
EMPLID0031486;40;Permanent;28;Male;Married;BsC;IT & Operations;Travel_Frequently;1;Head office;1;Office Support function;34908;Yes;No;3;15;Contributor B;6;3;5;3;4;3;1;1;2; ;349;1;4;3;1;5;63;1;0;1;3;6;3;4;1;2;1;2;2
EMPLID0031487;40;Permanent;29;Female;Single;BsC;IT & Operations;Travel_Frequently;13;Local Branch;2;Branch Representative;69180;Yes;No;2;11;Contributor A;8;5;7;4;1;5;5;0;0; ;4843;1;1;3;3;54;65;1;0;1;1;1;3;4;3;1;1;3;2
EMPLID0031489;40;Permanent;34;Female;Single;MsC;Business Administration;Travel_Rarely;24;Local Branch;2;Branch Representative;55188;Yes;Yes;4;23;Contributor A;4;0;16;2;4;15;1;10;10; ;3311;1;3;2;1;8;88;1;1;1;1;1;1;5;3;1;1;3;1
EMPLID0031492;40;Permanent;35;Male;Married;High school diploma;Finance & Economics;Travel_Rarely;7;Head office;1;Office Support function;28848;Yes;No;3;13;Contributor B;3;1;3;3;3;3;2;0;0; ;865;4;1;3;4;91;40;0;0;1;3;6;1;1;1;2;1;2;4
EMPLID0031494;40;Permanent;24;Male;Single;BsC;Business Administration;Travel_Frequently;9;Local Branch;1;Call center agent;38064;Yes;Yes;2;11;Contributor A;3;2;21;2;2;17;16;0;0; ;1523;2;3;3;1;18;86;1;1;1;1;2;3;5;3;2;1;3;2
EMPLID0031495;40;Permanent;24;Female;Married;Associate's degree;Finance & Economics;Non-Travel;13;Head office;1;Office Support function;24396;Yes;No;1;13;Contributor B;6;1;8;2;3;8;7;0;0; ;732;4;3;3;2;46;35;0;0;1;3;6;2;1;1;1;1;2;3
EMPLID0031496;40;Permanent;44;Male;Single;High school diploma;Business Administration;Travel_Frequently;2;Head office;3;Marketeer;122508;Yes;Yes;2;18;Contributor A;6;5;31;2;2;17;16;2;2; ;14701;2;2;3;4;90;26;0;1;1;1;3;3;5;3;2;1;2;4
EMPLID0031497;40;Permanent;29;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;19;Local Branch;2;Branch Representative;103440;Yes;No;2;14;Rising Star;4;1;10;3;3;10;8;0;4; ;5172;3;3;2;2;26;12;0;0;1;4;1;1;1;2;2;1;3;2
EMPLID0031499;40;Permanent;30;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;1;Head office;1;Human Resources;24768;Yes;No;4;21;Contributor B;5;0;16;3;4;15;14;1;3; ;743;3;1;3;3;74;46;0;0;1;3;9;1;1;2;2;1;2;2
EMPLID0031501;40;Temporary;55;Male;Married;MsC;Finance & Economics;Travel_Rarely;4;Head office;2;IT developer;48420;Yes;Yes;2;16;Contributor A;7;0;9;2;3;8;7;1;2; ;2421;4;2;3;4;96;4;0;1;1;1;4;1;1;1;2;2;2;1
EMPLID0031502;40;Temporary;33;Female;Married;MsC;Business Administration;Travel_Rarely;4;Local Branch;1;Call center agent;46056;Yes;No;2;11;Contributor A;6;8;12;5;3;9;8;0;2; ;461;1;4;2;3;57;7;0;0;1;1;2;1;5;1;1;2;3;1
EMPLID0031503;40;Temporary;47;Female;Married;BsC;Business Administration;Travel_Rarely;14;Local Branch;2;Branch Representative;55092;Yes;Yes;3;17;Contributor B;1;3;11;4;2;5;1;1;2; ;2755;3;3;3;4;86;15;0;1;1;3;1;1;5;1;1;2;3;2
EMPLID0031504;40;Permanent;28;Male;Single;Associate's degree;Business Administration;Travel_Frequently;2;Local Branch;1;Call center agent;30732;Yes;No;2;11;Contributor A;4;7;21;2;2;13;12;0;0; ;307;3;3;2;1;21;66;1;0;1;1;2;3;5;3;2;1;3;3
EMPLID0031506;40;Permanent;28;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;1;Local Branch;1;Financial Advisor;18756;Yes;No;1;14;Contributor B;7;1;1;2;1;1;1;0;0; ;188;1;4;2;4;77;45;0;0;1;3;5;1;1;2;2;1;3;2
EMPLID0031507;40;Permanent;28;Male;Single;BsC;Finance & Economics;Travel_Frequently;7;Local Branch;2;Branch Representative;58776;Yes;No;1;14;Contributor A;5;0;16;5;3;15;14;1;3; ;2939;3;4;3;4;99;13;0;0;1;1;1;3;1;3;2;1;3;2
EMPLID0031509;40;Permanent;49;Female;Married;Associate's degree;Business Administration;Travel_Rarely;3;Local Branch;2;Call center agent;57468;Yes;No;4;25;Contributor B;2;4;13;3;3;6;5;1;2; ;4597;3;1;2;4;90;15;0;0;1;3;2;1;5;1;1;1;3;3
EMPLID0031513;40;Permanent;29;Female;Married;High school diploma;Finance & Economics;Travel_Frequently;2;Local Branch;1;Call center agent;38160;Yes;No;3;13;Key Talent;5;0;4;3;3;3;1;0;2; ;0;4;3;3;3;67;9;0;0;1;2;2;3;1;1;1;1;3;4
EMPLID0031514;40;Permanent;28;Male;Married;High school diploma;Finance & Economics;Travel_Rarely;29;Head office;2;Marketeer;78588;Yes;No;3;14;Rising Star;10;1;8;2;2;8;4;1;7; ;3144;3;2;1;4;83;8;0;0;1;4;3;1;1;1;2;1;2;4
EMPLID0031515;40;Permanent;33;Male;Single;PhD;IT & Operations;Travel_Rarely;8;Head office;2;IT developer;76656;Yes;Yes;1;17;Contributor A;10;2;16;6;3;2;1;0;0; ;3066;4;1;3;4;80;5;0;1;1;1;4;1;4;3;2;1;2;5
EMPLID0031516;40;Permanent;32;Male;Single;BsC;Business Administration;Travel_Rarely;10;Management;3;Team Manager;134928;Yes;No;4;25;Contributor A;6;2;10;5;4;5;3;0;0; ;12144;3;2;3;4;80;32;0;0;1;1;8;1;5;3;2;1;1;2
EMPLID0031520;40;Permanent;54;Female;Divorced;MsC;Business Administration;Travel_Frequently;11;Management;4;Team Manager;192384;Yes;No;4;20;Contributor B;5;3;26;2;3;14;9;1;12; ;28858;2;1;3;2;39;21;0;0;1;3;8;3;5;2;1;1;1;1
EMPLID0031522;40;Permanent;29;Male;Single;MsC;IT & Operations;Travel_Rarely;1;Local Branch;1;Financial Advisor;28344;Yes;No;3;13;Contributor A;6;6;15;2;1;13;12;0;7; ;1134;1;3;2;1;3;77;1;0;1;1;5;1;4;3;2;1;3;1
EMPLID0031523;40;Temporary;44;Male;Married;BsC;Finance & Economics;Travel_Rarely;28;Management;4;Branch Manager;195936;Yes;No;1;13;Contributor B;6;3;24;1;4;20;2;14;17; ;25472;4;3;3;3;69;2;0;0;1;3;7;1;1;1;2;2;1;2
EMPLID0031525;40;Temporary;39;Female;Single;BsC;Finance & Economics;Travel_Rarely;6;Head office;3;Marketeer;100512;Yes;No;3;18;Contributor A;9;4;15;3;3;8;7;2;2; ;11056;2;4;3;4;87;20;0;0;1;1;3;1;1;3;1;2;2;2
EMPLID0031527;40;Temporary;46;Female;Married;BsC;Finance & Economics;Travel_Rarely;3;Management;4;Team Manager;199272;Yes;No;2;12;Contributor B;6;8;23;2;4;13;7;5;1; ;25905;3;4;3;1;3;30;0;0;1;3;8;1;1;1;1;2;1;2
EMPLID0031529;40;Temporary;35;Female;Single;BsC;Finance & Economics;Travel_Rarely;16;Head office;3;IT developer;103272;Yes;No;2;19;Contributor A;8;1;11;3;1;11;7;3;3; ;8262;4;4;2;3;56;47;0;0;1;1;4;1;1;3;1;2;2;2
EMPLID0031533;40;Temporary;23;Male;Single;High school diploma;Finance & Economics;Travel_Rarely;20;Local Branch;2;Call center agent;27264;Yes;No;3;14;Contributor A;8;0;12;2;3;11;10;1;2; ;1363;1;2;3;4;88;17;0;0;1;1;2;1;1;3;2;2;3;4
EMPLID0031534;40;Permanent;40;Male;Single;MsC;Finance & Economics;Travel_Rarely;9;Local Branch;1;Call center agent;24216;Yes;No;2;14;Contributor A;5;3;28;3;1;18;17;1;0; ;726;4;2;3;1;3;76;1;0;1;1;2;1;1;3;2;1;3;1
EMPLID0031535;40;Permanent;34;Male;Married;BsC;IT & Operations;Travel_Rarely;1;Local Branch;3;Branch Representative;84996;Yes;Yes;3;14;Contributor A;6;1;10;3;3;10;7;8;6; ;8500;4;4;2;4;91;22;0;1;1;1;1;1;4;1;2;1;3;2
EMPLID0031537;40;Permanent;31;Female;Single;BsC;Finance & Economics;Travel_Frequently;3;Local Branch;1;Financial Advisor;49008;Yes;No;2;12;Contributor A;6;1;10;2;1;10;9;7;7; ;980;4;1;3;1;12;87;1;0;1;1;5;3;1;3;1;1;3;2
EMPLID0031539;40;Permanent;50;Male;Single;PhD;Business Administration;Travel_Frequently;22;Management;4;Branch Manager;172932;Yes;Yes;1;13;Contributor A;9;1;32;2;3;32;1;13;9; ;24210;3;4;1;3;62;50;0;1;1;1;7;3;5;3;2;1;1;5
EMPLID0031541;40;Permanent;34;Male;Married;Associate's degree;IT & Operations;Travel_Rarely;7;Head office;1;Office Support function;27696;Yes;Yes;4;25;Contributor B;5;0;12;4;3;11;3;5;7; ;0;2;2;3;4;99;8;0;1;1;3;6;1;4;1;2;1;2;3
EMPLID0031542;40;Permanent;42;Male;Married;BsC;Business Administration;Travel_Rarely;2;Local Branch;1;Call center agent;58092;Yes;No;2;14;Contributor B;5;4;21;3;3;18;17;0;0; ;1162;3;2;2;4;81;0;0;0;1;3;2;1;5;1;2;1;3;2
EMPLID0031543;40;Permanent;37;Male;Married;BsC;Business Administration;Travel_Rarely;13;Local Branch;2;Financial Advisor;51420;Yes;No;2;17;Contributor A;8;1;10;2;3;10;5;3;7; ;4628;1;1;3;3;71;3;0;0;1;1;5;1;5;1;2;1;3;2
EMPLID0031544;40;Permanent;29;Female;Married;High school diploma;IT & Operations;Travel_Rarely;8;Head office;2;IT developer;116580;Yes;No;3;13;Contributor B;8;3;16;3;3;14;13;0;7; ;8161;3;3;1;1;2;41;0;0;1;3;4;1;4;1;1;1;2;4
EMPLID0031545;40;Permanent;33;Male;Single;BsC;Finance & Economics;Travel_Rarely;25;Head office;2;Marketeer;51840;Yes;No;2;13;Contributor A;4;1;12;2;3;12;11;0;2; ;4147;4;4;2;4;75;49;0;0;1;1;3;1;1;3;2;1;2;2
EMPLID0031546;40;Permanent;45;Male;Married;BsC;IT & Operations;Travel_Rarely;28;Local Branch;1;Financial Advisor;25584;Yes;No;4;20;Contributor B;4;4;8;3;3;5;4;0;3; ;256;4;4;3;4;92;41;0;0;1;3;5;1;4;1;2;1;3;2
EMPLID0031547;40;Permanent;42;Male;Married;BsC;Finance & Economics;Travel_Frequently;2;Head office;3;IT developer;121488;Yes;Yes;2;14;Contributor B;3;2;24;3;1;20;6;13;9; ;13364;4;3;3;4;76;31;0;1;1;3;4;3;1;1;2;1;2;2
EMPLID0031548;40;Permanent;40;Male;Married;Associate's degree;Business Administration;Travel_Rarely;9;Local Branch;2;Branch Representative;65676;Yes;No;2;12;Contributor A;5;0;9;5;4;8;7;7;1; ;2627;1;4;3;3;75;49;0;0;1;1;1;1;5;1;2;1;3;3
EMPLID0031549;40;Permanent;33;Male;Married;MsC;Finance & Economics;Travel_Rarely;28;Local Branch;2;Call center agent;62484;Yes;Yes;1;12;Contributor B;2;1;15;3;3;15;1;5;7; ;2499;2;2;3;4;78;12;0;1;1;3;2;1;1;1;2;1;3;1
EMPLID003155;40;Permanent;29;Male;Single;High school diploma;Business Administration;Travel_Rarely;18;Local Branch;1;Financial Advisor;28668;Yes;Yes;1;13;Contributor A;7;1;4;3;2;4;4;0;1; ;0;3;3;2;1;16;53;1;1;1;1;5;1;5;3;2;1;3;4
EMPLID0031550;40;Temporary;40;Male;Single;Associate's degree;Business Administration;Travel_Rarely;6;Management;4;Team Manager;197244;Yes;Yes;4;21;Contributor A;6;1;21;2;3;21;13;7;7; ;25642;3;4;3;4;85;31;0;1;1;1;8;1;5;3;2;2;1;3
EMPLID0031551;40;Temporary;24;Male;Divorced;Associate's degree;IT & Operations;Travel_Rarely;21;Local Branch;1;Call center agent;27552;Yes;No;1;14;Key Talent;5;0;10;3;3;9;8;0;0; ;551;3;2;2;4;80;21;0;0;1;2;2;1;4;2;2;2;3;3
EMPLID0031552;40;Temporary;40;Male;Divorced;Associate's degree;IT & Operations;Non-Travel;8;Head office;2;IT developer;48828;Yes;Yes;3;18;Contributor A;8;3;16;2;3;10;9;2;2; ;3906;4;3;3;4;93;22;0;1;1;1;4;2;4;2;2;2;2;3
EMPLID0031553;40;Permanent;45;Male;Divorced;MsC;IT & Operations;Travel_Rarely;1;Head office;3;IT developer;89292;Yes;No;3;12;Key Talent;6;1;14;4;3;14;13;7;7; ;10715;1;1;3;4;79;43;0;0;1;2;4;1;4;2;2;1;2;1
EMPLID0031554;40;Permanent;35;Female;Married;MsC;Finance & Economics;Travel_Rarely;28;Head office;1;Office Support function;29160;Yes;No;4;23;Rising Star;6;0;10;5;3;9;8;4;2; ;1166;2;1;2;4;95;17;0;0;1;4;6;1;1;1;1;1;2;1
EMPLID0031555;40;Permanent;32;Female;Married;Associate's degree;Finance & Economics;Travel_Rarely;5;Local Branch;2;Financial Advisor;70536;Yes;No;3;12;Contributor B;10;3;12;2;3;7;7;2;5; ;4938;4;1;2;4;83;37;0;0;1;3;5;1;1;1;1;1;3;3
EMPLID0031556;40;Permanent;36;Male;Single;MsC;Finance & Economics;Travel_Rarely;2;Head office;1;Office Support function;31728;Yes;Yes;4;21;Contributor A;7;3;7;3;2;3;1;1;2; ;1269;3;4;3;4;83;1;0;1;1;1;6;1;1;3;2;1;2;1
EMPLID0031557;40;Permanent;48;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;16;Local Branch;2;Branch Representative;77268;Yes;No;2;14;Contributor B;3;8;18;2;3;8;8;7;7; ;6954;3;3;3;3;61;35;0;0;1;3;1;1;1;2;1;1;3;1
EMPLID0031558;40;Permanent;29;Male;Married;BsC;Finance & Economics;Travel_Rarely;9;Local Branch;1;Financial Advisor;29412;Yes;No;3;18;Rising Star;9;6;16;2;2;12;11;0;0; ;294;3;1;4;3;54;10;0;0;1;4;5;1;1;1;2;1;3;2
EMPLID0031560;40;Permanent;33;Male;Married;MsC;Finance & Economics;Travel_Rarely;8;Local Branch;2;Branch Representative;76704;Yes;No;3;13;Contributor B;5;2;12;6;1;6;5;2;2; ;5369;1;4;3;4;76;12;0;0;1;3;1;1;1;1;2;1;3;1
EMPLID0031562;40;Permanent;30;Male;Married;BsC;Finance & Economics;Travel_Rarely;1;Local Branch;2;Branch Representative;116568;Yes;No;3;11;Contributor B;7;1;18;4;3;18;17;6;7; ;6994;2;4;2;1;20;96;1;0;1;3;1;1;1;1;2;1;3;2
EMPLID0031563;40;Permanent;38;Male;Married;MsC;Human Resources;Travel_Frequently;10;Head office;2;Human Resources;72924;Yes;No;2;11;Contributor A;5;3;10;2;3;6;1;1;2; ;4375;3;3;3;4;79;33;0;0;1;1;9;3;9;1;2;1;2;1
EMPLID0031564;40;Permanent;35;Male;Single;BsC;Business Administration;Travel_Rarely;1;Local Branch;1;Call center agent;29400;Yes;No;2;19;Contributor A;9;1;9;3;3;9;8;1;2; ;294;4;2;2;2;47;31;0;0;1;1;2;1;5;3;2;1;3;2
EMPLID0031568;40;Permanent;30;Male;Married;MsC;IT & Operations;Travel_Rarely;29;Local Branch;3;Branch Representative;111000;Yes;No;2;12;Contributor B;5;3;9;3;3;4;3;1;3; ;13320;3;2;3;4;87;12;0;0;1;3;1;1;4;1;2;1;3;1
EMPLID0031569;40;Permanent;35;Female;Divorced;BsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Call center agent;24888;Yes;Yes;3;12;Contributor B;9;1;7;2;3;7;6;0;0; ;0;1;4;3;1;0;93;1;1;1;3;2;1;1;2;1;1;3;2
EMPLID0031572;40;Temporary;53;Female;Married;PhD;IT & Operations;Travel_Rarely;2;Head office;3;Marketeer;122028;Yes;No;3;16;Contributor B;6;0;34;4;3;33;7;1;9; ;9762;3;2;2;4;100;93;1;0;1;3;3;1;4;1;1;2;2;5
EMPLID0031573;40;Temporary;38;Male;Married;BsC;Business Administration;Travel_Rarely;2;Head office;2;Marketeer;58260;Yes;No;1;11;Rising Star;5;4;16;2;3;14;13;1;4; ;4078;3;1;3;1;9;77;1;0;1;4;3;1;5;1;2;2;2;2
EMPLID0031574;40;Temporary;32;Male;Married;MsC;IT & Operations;Non-Travel;1;Local Branch;2;Financial Advisor;49044;Yes;No;1;14;Contributor B;8;4;9;3;2;6;3;1;2; ;3433;4;2;3;3;66;20;0;0;1;3;5;2;4;1;2;2;3;1
EMPLID0031576;40;Temporary;48;Female;Married;MsC;Other;Travel_Rarely;15;Local Branch;1;Financial Advisor;28404;Yes;No;2;12;Contributor B;9;8;10;3;2;8;4;7;6; ;852;3;4;3;3;56;29;0;0;1;3;5;1;2;1;1;2;3;1
EMPLID0031577;40;Permanent;34;Male;Single;MsC;Business Administration;Travel_Rarely;7;Local Branch;1;Financial Advisor;35664;Yes;No;3;13;Contributor A;7;1;1;4;1;1;1;0;0; ;357;1;3;3;4;100;32;0;0;1;1;5;1;5;3;2;1;3;1
EMPLID0031578;40;Permanent;55;Male;Married;PhD;Marketing & Sales;Travel_Rarely;26;Management;5;Team Manager;235032;Yes;No;4;21;Contributor B;6;1;36;3;3;36;9;2;13; ;37605;3;3;2;3;66;2;0;0;1;3;8;1;3;1;2;1;1;5
EMPLID0031580;40;Permanent;34;Male;Married;MsC;Finance & Economics;Travel_Rarely;1;Local Branch;2;Financial Advisor;65808;Yes;No;2;17;Contributor B;5;9;17;3;2;10;9;2;1; ;5265;2;2;3;2;37;21;0;0;1;3;5;1;1;1;2;1;3;1
EMPLID0031581;40;Permanent;26;Female;Married;BsC;Finance & Economics;Travel_Rarely;3;Local Branch;1;Financial Advisor;24732;Yes;No;4;21;Contributor A;8;1;1;5;3;1;1;0;0; ;495;1;1;3;2;30;19;0;0;1;1;5;1;1;1;1;1;3;2
EMPLID0031582;40;Permanent;38;Male;Married;BsC;Finance & Economics;Travel_Rarely;14;Local Branch;2;Branch Representative;119088;Yes;No;2;11;Contributor B;6;0;13;3;3;12;11;7;7; ;5954;3;4;3;3;70;26;0;0;1;3;1;1;1;1;2;1;3;2
EMPLID0031583;40;Permanent;38;Female;Single;BsC;Finance & Economics;Travel_Rarely;16;Local Branch;2;Branch Representative;50376;Yes;No;2;12;Contributor A;7;2;12;5;4;7;6;1;2; ;3023;2;2;3;3;60;45;0;0;1;1;1;1;1;3;1;1;3;2
EMPLID0031585;40;Permanent;36;Female;Single;MsC;Finance & Economics;Travel_Rarely;1;Local Branch;2;Branch Representative;81780;Yes;No;3;13;Contributor A;6;6;26;5;3;12;11;0;0; ;5725;2;1;3;4;82;21;0;0;1;1;1;1;1;3;1;1;3;1
EMPLID0031586;40;Permanent;29;Male;Single;High school diploma;Business Administration;Travel_Rarely;3;Local Branch;1;Call center agent;56676;Yes;Yes;2;18;Contributor A;4;1;10;3;3;10;1;1;5; ;1700;2;4;3;3;72;16;0;1;1;1;2;1;5;3;2;1;3;4
EMPLID0031587;40;Permanent;35;Female;Single;MsC;Business Administration;Travel_Rarely;10;Head office;2;IT developer;73704;Yes;Yes;2;16;Contributor A;6;3;10;4;3;5;4;0;4; ;4422;1;3;3;2;46;23;0;1;1;1;4;1;5;3;1;1;2;1
EMPLID0031588;40;Permanent;39;Male;Married;BsC;Business Administration;Travel_Rarely;6;Local Branch;3;Branch Representative;98844;Yes;No;2;11;Contributor B;7;2;11;3;3;7;2;7;6; ;7908;4;1;4;3;57;45;0;0;1;3;1;1;5;1;2;1;3;2
EMPLID0031590;40;Permanent;29;Male;Divorced;High school diploma;Finance & Economics;Travel_Frequently;2;Head office;2;IT developer;106236;Yes;No;3;19;Contributor B;3;1;10;0;4;10;9;1;3; ;5312;1;4;3;4;87;15;0;0;1;3;4;3;1;2;2;1;2;4
EMPLID0031591;40;Permanent;50;Male;Married;BsC;Marketing & Sales;Travel_Rarely;9;Management;5;Team Manager;231972;Yes;Yes;3;16;Contributor B;9;4;37;2;3;11;10;0;0; ;34796;3;3;3;4;82;1;0;1;1;3;8;1;3;1;2;1;1;2
EMPLID0031592;40;Permanent;23;Male;Married;BsC;IT & Operations;Travel_Rarely;10;Local Branch;1;Financial Advisor;24876;Yes;No;3;16;Contributor B;2;2;12;2;3;10;9;2;2; ;249;4;4;4;3;55;50;0;0;1;3;5;1;4;1;2;1;3;2
EMPLID0031594;40;Permanent;36;Male;Married;MsC;Finance & Economics;Travel_Frequently;6;Local Branch;2;Call center agent;66744;Yes;Yes;2;13;Contributor B;6;3;16;3;3;10;9;0;2; ;2670;1;4;4;4;79;37;0;1;1;3;2;3;1;1;2;1;3;1
EMPLID0031595;40;Permanent;42;Male;Single;Associate's degree;Other;Travel_Rarely;9;Management;5;Team Manager;235356;Yes;No;4;22;Contributor A;5;8;24;2;3;1;1;0;1; ;37657;4;4;2;4;80;10;0;0;1;1;8;1;2;3;2;1;1;3
EMPLID0031596;40;Permanent;35;Male;Married;BsC;Finance & Economics;Travel_Rarely;28;Local Branch;2;Call center agent;40884;Yes;No;1;17;Rising Star;4;1;10;3;2;10;8;6;8; ;3271;2;4;4;4;84;26;0;0;1;4;2;1;1;1;2;1;3;2
EMPLID0031597;40;Permanent;34;Male;Married;MsC;IT & Operations;Travel_Frequently;10;Head office;2;IT developer;60756;Yes;No;1;14;Contributor B;3;1;12;3;2;12;11;7;7; ;4253;4;2;2;4;80;39;0;0;1;3;4;3;4;1;2;1;2;1
EMPLID0031598;40;Permanent;40;Female;Married;Associate's degree;Finance & Economics;Travel_Rarely;14;Local Branch;2;Branch Representative;55668;Yes;No;3;15;Contributor B;6;1;12;2;3;12;11;1;2; ;2227;4;3;3;4;85;11;0;0;1;3;1;1;1;1;1;1;3;3
EMPLID0031599;40;Permanent;43;Male;Divorced;BsC;IT & Operations;Travel_Rarely;27;Local Branch;1;Call center agent;58512;Yes;No;3;12;Contributor B;5;5;8;0;3;6;6;0;2; ;0;4;3;4;3;60;35;0;0;1;3;2;1;4;2;2;1;3;2
EMPLID0031601;40;Permanent;35;Male;Married;Associate's degree;Finance & Economics;Travel_Rarely;7;Local Branch;1;Call center agent;32280;Yes;No;2;18;Contributor B;7;1;15;5;2;15;14;0;1; ;1291;3;4;2;2;43;7;0;0;1;3;2;1;1;1;2;1;3;3
EMPLID0031602;40;Permanent;46;Male;Single;MsC;Finance & Economics;Travel_Rarely;1;Management;4;Team Manager;210804;Yes;No;3;15;Contributor A;3;1;27;5;1;26;3;0;12; ;27405;4;2;4;3;51;34;0;0;1;1;8;1;1;3;2;1;1;1
EMPLID0031604;40;Permanent;28;Male;Married;BsC;Business Administration;Travel_Rarely;24;Local Branch;1;Call center agent;28896;Yes;Yes;2;17;Key Talent;8;1;15;3;3;15;14;0;0; ;0;3;3;3;2;29;95;1;1;1;2;2;1;5;1;2;1;3;2
EMPLID0031605;40;Permanent;22;Female;Married;Associate's degree;Other;Non-Travel;26;Local Branch;1;Financial Advisor;33768;Yes;Yes;3;14;Contributor A;7;1;4;2;2;4;3;1;3; ;0;2;2;2;3;64;35;0;1;1;1;5;2;2;1;1;1;3;3
EMPLID0031606;40;Permanent;50;Male;Married;PhD;IT & Operations;Travel_Frequently;20;Head office;4;IT developer;134940;Yes;Yes;2;15;Contributor B;6;2;32;3;3;30;2;12;13; ;20241;2;3;3;4;79;28;0;1;1;3;4;3;4;1;2;1;2;5
EMPLID0031607;40;Permanent;32;Female;Married;MsC;Other;Travel_Rarely;5;Local Branch;1;Financial Advisor;39744;Yes;No;3;17;Rising Star;5;3;16;3;3;13;12;0;2; ;795;2;4;4;2;26;16;0;0;1;4;5;1;2;1;1;1;3;1
EMPLID0031608;40;Permanent;44;Female;Divorced;BsC;Business Administration;Travel_Rarely;7;Management;5;Branch Manager;228588;Yes;Yes;2;14;Contributor B;6;0;23;4;2;22;9;1;10; ;36574;2;4;3;3;54;10;0;1;1;3;7;1;5;2;1;1;1;2
EMPLID0031609;40;Permanent;30;Male;Married;BsC;Business Administration;Travel_Rarely;7;Local Branch;1;Financial Advisor;25692;Yes;No;3;12;Contributor B;7;1;11;3;2;11;10;1;1; ;771;2;2;2;3;66;41;0;0;1;3;5;1;5;1;2;1;3;2
EMPLID0031611;40;Permanent;45;Female;Single;PhD;Business Administration;Travel_Rarely;5;Local Branch;2;Call center agent;69228;Yes;Yes;2;14;Contributor A;7;1;17;3;3;17;16;1;4; ;4154;3;1;1;3;60;46;0;1;1;1;2;1;5;3;1;1;3;5
EMPLID0031612;40;Permanent;45;Male;Married;BsC;Marketing & Sales;Non-Travel;26;Local Branch;2;Branch Representative;52620;Yes;No;3;15;Contributor B;5;1;10;2;3;10;1;4;5; ;3683;1;1;2;4;83;21;0;0;1;3;1;2;3;1;2;1;3;2
EMPLID003165;40;Permanent;52;Female;Single;BsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Call center agent;38544;Yes;No;2;15;Contributor A;8;7;15;3;2;11;10;2;2; ;771;3;2;2;3;59;50;0;0;1;1;2;1;1;3;1;1;3;2
EMPLID0031945;40;Permanent;26;Male;Divorced;MsC;Business Administration;Travel_Rarely;16;Local Branch;1;Call center agent;28476;Yes;Yes;3;13;Contributor B;6;2;20;2;3;18;17;0;2; ;570;1;4;3;1;20;90;1;1;1;3;2;1;5;2;2;1;3;1
EMPLID003195;40;Temporary;42;Male;Married;Associate's degree;IT & Operations;Travel_Rarely;4;Management;5;Team Manager;230784;Yes;No;3;11;Contributor A;7;1;22;3;3;22;2;11;15; ;34618;3;4;3;3;60;32;0;0;1;1;8;1;4;1;2;2;1;3
